incident_id,company_revenue_usd,country_hq,industry_primary,industry_secondary,employee_count,is_public_company,attack_vector_primary,attack_vector_secondary,attribution_confidence,data_compromised_records,data_type,systems_affected,downtime_hours,data_source_type,confidence_tier,incident_year,incident_month,incident_dow,days_to_discovery,days_to_disclosure,direct_loss_usd,direct_loss_method,ransom_demanded_usd,ransom_paid_usd,ransom_source,recovery_cost_usd,legal_fees_usd,regulatory_fine_usd,insurance_payout_usd,price_7d_before,price_disclosure_day,volume_avg_30d_baseline,sector_index,sector_return_same_period,earnings_announcement_within_7d,market_cap_at_disclosure,pre_incident_volatility_30d,severity_label
2023-0310-001,89753862515.15,KR,52,,438141,True,phishing,,,12994.0,mixed,"file_servers,customer_database,HR_systems,VPN",,company_pr,1,2023,3,4,10,6,1635830.21,disclosed,,,,1888508.66,319408.71,,,618.77,594.01,1657524.0,S&P 500 Financials,-1.889,False,577493521581.61,17.539,low
2025-0215-002,653390672.4,US,62,,5704,True,ransomware,,unknown,4099.0,credentials,"CRM,backup_systems,file_servers,SCADA",22.66,verified_media,4,2025,2,5,91,70,13662720.99,estimated,533863.78,,,14004153.43,2396695.63,,,9.31,9.0,685758.0,S&P 500 Health Care,-10.514,False,3440696386.48,35.364,high
2022-0525-001,118883620.47,US,62,,918,False,malware,,probable,5915.0,mixed,"payment_systems,file_servers,SSO,CRM,VPN",91.99,verified_media,4,2022,5,2,4,38,17832543.07,disclosed,,,,20252104.29,3406813.7,,,,,,,,,,,high
2025-0912-002,36252630.85,IT,62,,210,False,ddos,,,,,"email,website,active_directory,VPN",,cybersecurity_firm,2,2025,9,4,6,34,173952.81,calculated,,,,177739.96,31260.3,,206972.59,,,,,,,,,low
2024-0625-001,136009063315.17,US,51,52,237886,True,backdoor,,,,,email,,sec_filing,1,2024,6,1,3,35,535736638.37,calculated,,,,295103781.5,72014787.59,,306670469.68,,,,,,,,,critical
2022-0702-001,7279255864.84,GB,71,,50465,False,ransomware,,,,,"SCADA,active_directory,SSO",81.75,gdpr_notification,1,2022,7,5,30,100,2573402.34,estimated,1699872.0,947560.33,company statement,896418.22,316765.52,,,,,,,,,,,low
2025-1022-003,108537488953.55,CA,44-45,,723769,True,ransomware,,suspected,632434.0,financial,"website,CRM,cloud_infrastructure,customer_database,active_directory",,cybersecurity_firm,3,2025,10,2,7,19,30305395.36,disclosed,1883096.06,,,19552886.38,7120948.29,98859.79,,349.83,317.44,1072916.0,S&P 500 Consumer Discretionary,-18.991,False,860101033940.04,15.401,critical
2023-0703-001,158654569.62,IL,61,,3643,False,ransomware,malware,suspected,4644.0,financial,SSO,84.34,cybersecurity_firm,3,2023,7,0,7,35,28657156.34,disclosed,904252.03,666981.68,insurance claim record,24499647.46,2791750.71,,,,,,,,,,,critical
2025-0130-001,8315859874.51,US,62,54,34182,True,backdoor,apt,suspected,,,VPN,,sec_filing,1,2025,1,3,9,38,25277060.88,calculated,,,,27775114.67,3255583.29,,16864133.13,103.77,102.07,868518.0,S&P 500 Health Care,-13.807,False,36486612659.32,18.799,critical
2021-0318-002,640396276.87,NL,51,,2196,True,supply_chain,ransomware,probable,,,"cloud_infrastructure,customer_database,HR_systems,website,SCADA",144.06,cybersecurity_firm,3,2021,3,3,90,20,2469959.56,estimated,,,,1755889.61,199557.53,,,6.42,6.28,5239986.0,S&P 500 Information Technology,21.438,False,3429037650.48,34.252,low
2023-1001-003,1071616600.93,US,92,,12820,False,supply_chain,ddos,probable,,,"manufacturing_OT,email,customer_database,file_servers,cloud_infrastructure",,sec_filing,1,2023,10,6,184,3,5319379.21,estimated,,,,5822539.22,434501.09,,3928948.74,,,,,,,,,medium
2025-0627-001,132933580.37,BR,52,,360,False,malware,,probable,29748.0,mixed,"customer_database,backup_systems,file_servers,payment_systems,VPN",352.06,sec_filing,1,2025,6,4,17,63,3000000.0,calculated,,,,3369872.47,722399.37,393180.16,4582677.06,,,,,,,,,medium
2024-0114-001,44037690502.25,US,92,,341000,False,data_breach,,suspected,979705.0,PII,"cloud_infrastructure,file_servers",,cybersecurity_firm,3,2024,1,6,62,17,14972797.59,disclosed,,,,15929350.68,2659705.65,,,,,,,,,,,high
2025-0302-001,45648907853.35,CA,62,,196078,True,apt,,,24967.0,PII,"payment_systems,email,active_directory,customer_database",55.32,company_pr,2,2025,3,6,94,65,24836445.26,estimated,,,,18854097.72,6252476.98,,25459800.71,496.8,477.98,1142072.0,S&P 500 Health Care,21.241,False,317081012551.47,16.488,high
2025-0715-001,11134120153.96,US,92,,98373,False,phishing,,,2143.0,IP,file_servers,,company_pr,2,2025,7,1,34,10,11845635.86,estimated,,,,13080281.46,1975986.62,,8036679.74,,,,,,,,,high
2023-0430-001,671443919.13,DE,92,22,6199,False,phishing,,suspected,2110373.0,PII,"SSO,website",,cybersecurity_firm,3,2023,4,6,60,39,4065189.85,estimated,,,,2731781.67,238557.79,56658.72,4436238.17,,,,,,,,,medium
2021-1025-001,65590235.99,CH,44-45,,479,True,supply_chain,,,,,email,785.05,cybersecurity_firm,3,2021,10,0,16,14,6796252.84,estimated,,,,5689173.86,659473.36,,,14.76,13.73,419518.0,S&P 500 Consumer Discretionary,-1.038,False,141001461.97,12.107,medium
2021-0902-002,5916579982.58,DK,72,,83280,True,phishing,,suspected,4471.0,health,file_servers,,cybersecurity_firm,2,2021,9,3,33,94,3200000.0,estimated,,,,2072241.72,272170.43,,2667427.9,46.25,46.24,42808.0,S&P 500 Consumer Discretionary,3.161,False,12882687638.64,25.503,low
2024-0501-002,1686999948.9,CA,72,,23140,True,data_breach,,probable,53930.0,financial,email,,gdpr_notification,1,2024,5,2,31,55,6887060.89,disclosed,,,,4537952.11,452384.33,2988438.26,4099846.26,13.98,12.64,1163208.0,S&P 500 Consumer Discretionary,1.676,False,10360780602.66,20.196,medium
2024-0411-001,141316124.71,NO,48-49,,1268,True,apt,,confirmed,17013.0,PII,"VPN,ERP,SSO,cloud_infrastructure",86.96,cybersecurity_firm,3,2024,4,3,2,13,4366996.95,estimated,,,,3237299.63,1331636.09,783756.79,,8.51,8.51,665250.0,S&P 500 Industrials,-16.512,False,952167256.76,12.969,medium
2024-0607-002,1055613343.53,US,71,92,4905,True,data_breach,,unknown,,,"CRM,payment_systems,SCADA,cloud_infrastructure",,sec_filing,1,2024,6,4,10,37,5748786.83,calculated,,,,4899391.21,572079.25,,5251387.64,12.21,10.79,1001130.0,S&P 500 Communication Services,12.163,False,3990042715.98,21.367,medium
2023-0422-001,274905309.35,US,51,,956,True,phishing,,unknown,15849.0,IP,"HR_systems,website,customer_database,cloud_infrastructure",,company_pr,2,2023,4,5,65,90,4000000.0,estimated,,,,1344334.88,816108.93,,,6.94,6.23,591242.0,S&P 500 Information Technology,20.538,False,1220698290.51,31.546,low
2022-1106-001,107811941.06,BE,31-33,,793,True,ransomware,,probable,,,"ERP,file_servers,HR_systems,SSO",24.67,verified_media,4,2022,11,6,3,50,21600000.0,estimated,75000000.0,40756765.69,company statement,19367005.1,6076803.97,,,8.63,8.63,2596996.0,S&P 500 Industrials,-15.222,False,489446422.46,27.266,critical
2023-1212-001,787476791.09,CA,62,,4572,True,malware,,confirmed,,,"manufacturing_OT,cloud_infrastructure",97.45,company_pr,2,2023,12,1,63,47,8216060.11,disclosed,,,,3962254.14,1095908.15,,,8.85,8.06,1417960.0,S&P 500 Health Care,-1.451,False,1849602590.06,10.568,medium
2023-0823-002,4734908941.85,MX,62,,47482,False,phishing,,probable,116719.0,PII,"website,backup_systems",,sec_filing,1,2023,8,2,95,13,882488.05,disclosed,,,,929884.04,166663.89,,,,,,,,,,,low
2023-0129-002,58463184.04,GB,31-33,,409,False,malware,ddos,suspected,865968.0,IP,"cloud_infrastructure,SCADA,active_directory,HR_systems",45.32,verified_media,4,2023,1,6,14,15,951059.95,estimated,,,,739854.41,159314.49,,,,,,,,,,,low
2022-0119-001,2434679131.7,BR,52,,7205,True,ransomware,,suspected,727216.0,mixed,"cloud_infrastructure,SSO,customer_database,CRM",14.44,company_pr,2,2022,1,2,33,8,3600000.0,calculated,4365027.71,,,2136409.75,793330.68,,3624794.51,34.62,34.03,580588.0,S&P 500 Financials,15.458,False,13122344451.12,11.799,medium
2023-0412-002,2902506570.51,US,62,,14863,True,ransomware,,unknown,395948.0,IP,"SSO,ERP,website",127.57,company_pr,2,2023,4,2,32,32,28800000.0,calculated,598845.11,176110.97,congressional testimony,13941063.55,4459119.04,,,39.73,37.07,423725.0,S&P 500 Health Care,29.951,False,11245884174.86,20.419,high
2025-0112-002,15348833448.41,GB,72,,455296,True,ddos,,confirmed,,,"SSO,HR_systems",21.75,cybersecurity_firm,2,2025,1,6,61,35,5347288.23,estimated,,,,4963176.21,1084414.72,,4487039.25,84.03,82.9,450713.0,S&P 500 Consumer Discretionary,-16.237,False,91656525501.03,20.913,medium
2022-0528-001,4407612063.66,CA,61,,63633,False,ransomware,trojan,,36699.0,PII,"SCADA,backup_systems",40.64,sec_filing,1,2022,5,5,8,36,6928074.98,calculated,5590858.23,,,3025950.5,639231.71,,,,,,,,,,,medium
2023-0711-001,1522942145.8,GB,44-45,,12948,True,backdoor,ransomware,,,,"backup_systems,customer_database,file_servers,HR_systems",,sec_filing,1,2023,7,1,30,48,26061476.37,estimated,,,,8546782.61,1839338.61,,7279719.41,19.32,17.99,5492316.0,S&P 500 Consumer Discretionary,-64.0,False,7192226015.03,225.0,high
2021-1028-001,221886245.3,NL,61,,4513,False,ransomware,,unknown,3480.0,health,"manufacturing_OT,CRM,VPN,payment_systems",70.57,gdpr_notification,1,2021,10,3,5,7,4076123.91,estimated,75000000.0,,,2377370.65,869572.27,,2260869.95,,,,,,,,,medium
2021-0626-001,53448382.5,AT,54,44-45,491,False,ransomware,,,93306.0,mixed,"VPN,file_servers",30.42,sec_filing,1,2021,6,5,4,13,1153748.65,disclosed,61315553.81,30812652.0,blockchain analysis,1274932.51,111931.9,,442785.11,,,,,,,,,high
2025-1220-002,20091281425.11,US,92,,151663,False,malware,ddos,unknown,49282.0,mixed,"ERP,cloud_infrastructure,website,email",,company_pr,2,2025,12,5,32,10,9707187.3,calculated,,,,5864800.62,2325161.23,,4800922.12,,,,,,,,,high
2025-0705-002,43519617.07,AU,48-49,62,511,True,phishing,,suspected,276983.0,financial,"website,HR_systems,ERP,payment_systems,active_directory",,company_pr,2,2025,7,5,15,8,4822703.51,calculated,,,,2695008.19,474558.75,50000.0,,10.66,9.41,63598.0,S&P 500 Industrials,2.822,False,252509430.09,30.209,medium
2023-0327-001,1424161540.75,GB,51,,2589,True,supply_chain,phishing,unknown,,,"file_servers,payment_systems,ERP,cloud_infrastructure,backup_systems",11.28,verified_media,4,2023,3,0,2,17,38545354.84,estimated,,,,36570575.13,11602746.27,,33106429.41,7.4,7.4,308598.0,S&P 500 Information Technology,21.634,False,10180841210.0,26.245,critical
2021-1016-002,150273938.55,US,54,,601,False,ransomware,,,,,"website,email,active_directory",85.76,gdpr_notification,1,2021,10,5,64,6,15784463.54,calculated,32387130.22,13929610.17,court filing,8901074.33,5104530.44,,,,,,,,,,,high
2021-0608-001,44530914692.85,US,62,,198010,True,ransomware,,,,,"active_directory,cloud_infrastructure,backup_systems",79.88,sec_filing,1,2021,6,1,10,52,16786088.08,calculated,154112.07,,,10846922.12,4340058.61,,,411.01,427.14,548466.0,S&P 500 Health Care,-9.249,True,299744420386.6,32.488,high
2022-0715-002,41230128927.45,US,44-45,,249302,True,ransomware,,,27696.0,mixed,"SSO,payment_systems,cloud_infrastructure,website",13.84,cybersecurity_firm,3,2022,7,4,91,4,8858833.23,estimated,855918.24,,,3487228.33,1435633.28,,8737446.58,296.37,268.5,2043702.0,S&P 500 Consumer Discretionary,-1.609,False,261348264332.32,10.207,medium
2024-0427-001,328619746.27,US,42,,983,True,trojan,,,24495.0,credentials,website,,verified_media,4,2024,4,5,7,36,44363665.75,disclosed,,,,40794056.67,9337605.13,256317.29,33455552.63,10.11,9.55,1309535.0,S&P 500,14.285,False,1583860457.82,173.0,critical
2025-1018-001,2902506570.51,US,62,,14863,True,apt,,,36780.0,PII,"SCADA,manufacturing_OT,CRM,customer_database",38.73,verified_media,4,2025,10,5,7,47,11198817.63,estimated,,,,8437321.41,1912851.27,501987.53,,27.58,27.57,692832.0,S&P 500 Health Care,15.295,False,9089346766.31,16.579,high
2024-0831-001,937253476.98,US,51,,2650,True,apt,,probable,2495.0,health,"payment_systems,file_servers,manufacturing_OT,website,active_directory",59.68,sec_filing,1,2024,8,5,32,15,47552154.13,estimated,,,,20916536.1,16444880.89,,26869477.73,12.8,11.79,446639.0,S&P 500 Information Technology,5.396,False,3692401604.13,19.571,critical
2024-1030-001,421789088.24,GB,51,,937,True,ransomware,,probable,5700.0,PII,ERP,,company_pr,1,2024,10,2,14,68,9698489.62,disclosed,1410618.92,1087717.56,congressional testimony,10429201.97,2405200.28,,7643904.68,9.72,9.35,955411.0,S&P 500 Information Technology,1.099,False,3372997432.57,22.538,high
2025-0608-001,5335313583.91,DK,31-33,,28617,False,backdoor,,,,,manufacturing_OT,,company_pr,2,2025,6,6,34,99,110000.0,estimated,,,,120038.21,25321.8,,158802.44,,,,,,,,,low
2025-1013-001,5996687396.03,US,23,54,45311,True,ransomware,,probable,30091.0,credentials,"ERP,website,active_directory",51.65,sec_filing,1,2025,10,0,15,13,21464889.13,estimated,33432916.18,,,19725690.13,6882655.19,7443184.07,21344648.51,46.36,44.43,766693.0,S&P 500,3.946,False,37247935571.81,28.697,critical
2021-0621-001,511354635.18,US,62,,2731,True,ransomware,data_breach,,232826.0,mixed,"customer_database,manufacturing_OT,email,website,file_servers",77.37,cybersecurity_firm,3,2021,6,0,12,14,138065751.5,calculated,5777345.9,,,138056930.69,9680424.88,,147348432.84,7.3,6.83,4136478.0,S&P 500 Health Care,-13.509,False,2384099768.8,10.909,critical
2025-0512-001,3622725612.6,DK,62,,17990,True,ransomware,,suspected,9179.0,credentials,"website,payment_systems,manufacturing_OT,customer_database,VPN",23.33,sec_filing,1,2025,5,0,185,15,23092973.96,estimated,378819.21,,,10555768.73,4265723.32,,,48.86,45.05,306766.0,S&P 500 Health Care,-5.933,False,8743803050.53,17.669,high
2022-0202-001,3660849300.8,GB,61,,43640,False,data_breach,,probable,38085.0,IP,"SCADA,customer_database,CRM,manufacturing_OT,backup_systems",,sec_filing,1,2022,2,2,6,48,75382593.67,calculated,,,,58772367.3,23296965.18,,,,,,,,,,,critical
2025-0917-005,1679705893.91,JP,51,,4652,False,ddos,phishing,suspected,,,"email,file_servers,CRM",,verified_media,4,2025,9,2,12,19,438788.28,estimated,,,,221636.49,122486.33,,443881.44,,,,,,,,,low
2021-0326-001,5717804132.62,BE,52,,20475,True,phishing,,probable,,,"SCADA,email",,gdpr_notification,1,2021,3,4,65,46,39433374.43,calculated,,,,37554112.84,6497524.01,,37860436.63,78.66,74.72,1478844.0,S&P 500 Financials,-16.028,False,9138867043.19,35.394,critical
2022-0817-001,35664152045.95,GB,31-33,,146628,True,phishing,,,1049.0,mixed,"VPN,backup_systems,HR_systems,CRM",,cybersecurity_firm,3,2022,8,2,14,31,848804782.43,estimated,,,,599934285.46,126015841.74,,,218.03,223.42,461361.0,S&P 500 Industrials,11.639,False,108095394457.3,13.037,critical
2021-0204-001,6361471497.37,DE,52,,22441,True,apt,,suspected,6942211.0,PII,"active_directory,HR_systems,backup_systems,payment_systems",68.75,company_pr,2,2021,2,3,2,52,8051455.62,disclosed,,,,6536705.14,515496.54,,2790140.78,52.66,48.15,2490790.0,S&P 500 Financials,2.711,False,12021652069.56,14.828,medium
2025-0930-001,18764843673.93,IL,62,,109966,True,phishing,,unknown,142906.0,financial,"VPN,file_servers,cloud_infrastructure,SCADA",,sec_filing,1,2025,9,1,35,4,18077190.74,calculated,,,,8960863.38,5375883.16,,16470031.47,243.64,253.27,159679.0,S&P 500 Health Care,-18.386,False,81103162871.92,18.718,high
2025-0331-003,186386090.02,CA,31-33,,695,True,phishing,,,4842639.0,IP,"backup_systems,CRM,manufacturing_OT,SSO,active_directory",,verified_media,4,2025,3,0,181,30,14541134.66,estimated,,,,5576238.33,1309596.78,554426.96,,,,,,,,,,high
2025-0430-001,1338435671.13,DE,48-49,,7025,False,apt,,confirmed,8440.0,mixed,"HR_systems,active_directory,payment_systems,SSO,VPN",50.72,verified_media,3,2025,4,2,91,5,10511186.76,estimated,,,,8569636.19,804433.58,,5215441.65,,,,,,,,,high
2025-0221-001,6912460611.56,IL,52,,14629,True,malware,,suspected,185823.0,IP,"customer_database,website",4.28,company_pr,1,2025,2,4,12,10,12934725.36,calculated,,,,7071419.41,2848587.55,,9455559.52,,,,,,,,,high
2025-0508-002,4605922755.66,US,92,,43047,False,ransomware,,probable,58025.0,PII,"payment_systems,customer_database,SCADA,HR_systems",40.68,gdpr_notification,1,2025,5,3,8,11,3600000.0,disclosed,8343404.29,,,4014724.22,421104.55,,3299551.24,,,,,,,,,medium
2023-0726-001,94307168.16,GB,62,,629,False,supply_chain,,probable,,,"payment_systems,active_directory",,company_pr,1,2023,7,2,7,8,3433820.28,calculated,,,,1052104.08,195393.45,,2300751.32,,,,,,,,,low
2024-0922-001,1079372515.16,US,21,62,1664,True,ransomware,,probable,1911.0,mixed,"payment_systems,SSO",,verified_media,4,2024,9,6,8,33,2861551.29,disclosed,5727604.17,3580783.24,company statement,2593208.02,540097.25,,,8.18,7.72,223586.0,S&P 500 Energy,3.741,False,7468942147.44,10.135,medium
2025-0510-002,56791908.85,US,52,,130,False,ransomware,,probable,57211.0,PII,SCADA,32.65,gdpr_notification,1,2025,5,5,4,4,11302521.81,estimated,795465.96,,,4612693.33,2347581.38,,9122300.02,,,,,,,,,high
2024-0722-003,11916716679.17,US,21,,49177,False,data_breach,,unknown,41788703.0,health,"SCADA,CRM,customer_database,VPN",,gdpr_notification,1,2024,7,0,95,16,14548014.64,estimated,,,,15519482.34,2064442.15,2493472.04,,,,,,,,,,high
2024-0628-002,366640559.44,NO,31-33,,2283,True,apt,,suspected,1339119.0,health,"HR_systems,website,backup_systems,manufacturing_OT",,sec_filing,1,2024,6,4,30,33,12184207.09,estimated,,,,10250649.96,3379888.92,,,10.88,10.42,1107646.0,S&P 500 Industrials,-6.258,False,2555791907.67,2.729,high
2025-0627-002,120192837228.98,CA,51,,230435,False,supply_chain,,,,,"cloud_infrastructure,VPN,email",174.51,gdpr_notification,1,2025,6,4,30,97,24442361.79,estimated,,,,16667556.42,5620219.28,,23238003.94,,,,,,,,,high
2022-0406-001,14937405850.61,DE,52,,33380,True,data_breach,,,31557.0,mixed,"payment_systems,CRM",,gdpr_notification,1,2022,4,2,12,94,23162135.4,estimated,,,,20902132.59,5349656.3,,26792305.19,203.86,195.03,686386.0,S&P 500 Financials,17.545,False,92771238069.24,22.786,high
2022-0508-001,49580381.19,DE,23,,446,False,ransomware,,probable,11483.0,PII,"email,file_servers,HR_systems",26.12,sec_filing,1,2022,5,6,10,35,1800000.0,estimated,865580.14,,,707171.75,193114.38,,,,,,,,,,,low
2025-0214-001,210022066.51,AT,22,,431,False,phishing,,,270879.0,mixed,"file_servers,SCADA,customer_database,cloud_infrastructure,ERP",,verified_media,4,2025,2,4,1,66,8783303.64,estimated,,,,8289649.39,1540359.36,,,,,,,,,,,high
2022-0611-003,4311960482.81,FR,92,54,29144,False,ransomware,,unknown,3816.0,health,"website,HR_systems,ERP",42.02,cybersecurity_firm,3,2022,6,5,14,33,2313284.53,disclosed,1950703.08,,,921325.87,476686.85,,2261569.89,,,,,,,,,low
2023-0330-001,1207103521.72,FR,44-45,,16078,True,apt,supply_chain,confirmed,317888.0,PII,backup_systems,82.34,gdpr_notification,1,2023,3,3,9,30,59346378.43,estimated,,,,32638069.05,15614331.59,,,16.95,16.26,43411.0,S&P 500 Consumer Discretionary,24.181,True,9088770005.11,37.984,critical
2021-0301-001,1541488785.37,GB,62,,6877,False,malware,,suspected,11588972.0,PII,"active_directory,manufacturing_OT,VPN",,verified_media,4,2021,3,0,184,5,1000000.0,estimated,,,,338108.79,312269.03,,1038917.73,,,,,,,,,low
2021-0611-001,67552930.08,BR,23,51,731,False,malware,,,,,"backup_systems,active_directory,SCADA,cloud_infrastructure,customer_database",23.76,gdpr_notification,1,2021,6,4,3,36,2000000.0,estimated,,,,1971193.48,578181.9,,2317316.5,,,,,,,,,low
2021-0315-002,357734333.32,IL,52,62,817,False,ransomware,,probable,53769.0,PII,"VPN,CRM",9.52,sec_filing,1,2021,3,0,11,15,2147039.92,estimated,4485137.76,2612364.38,congressional testimony,1989661.23,284351.67,,,,,,,,,,,medium
2025-0821-002,44092046158.74,CO,31-33,,158435,False,apt,backdoor,confirmed,14001.0,mixed,"cloud_infrastructure,website",,cybersecurity_firm,3,2025,8,3,16,8,7038818.88,estimated,,,,5565527.24,1345879.2,,5886237.42,,,,,,,,,medium
2021-0810-003,17981657375.23,IN,52,51,41612,True,apt,,,1000.0,PII,active_directory,280.27,verified_media,4,2021,8,1,2,9,29229860.11,calculated,,,,18972618.28,7383617.14,,,95.31,89.94,367342.0,S&P 500 Financials,-2.379,False,102235825536.89,27.475,critical
2024-0623-002,2466376875.88,US,48-49,62,23342,True,malware,,unknown,4199.0,mixed,"email,backup_systems",144.45,sec_filing,1,2024,6,6,7,34,71617626.92,estimated,,,,67042072.51,22752431.36,,78119044.33,35.16,35.95,1547785.0,S&P 500 Industrials,2.137,False,15879122070.82,39.352,critical
2024-0312-001,165984166.05,ZA,56,,2181,True,trojan,phishing,suspected,73591.0,PII,"manufacturing_OT,website,HR_systems,email",,cybersecurity_firm,3,2024,3,1,185,6,99131.91,disclosed,,,,71376.18,24556.33,922272.13,,12.55,12.46,216391.0,S&P 500,9.321,False,456494021.33,12.142,low
2021-0210-001,494692769.8,JP,92,,3349,False,ddos,,,,,active_directory,122.91,verified_media,4,2021,2,2,93,14,10427883.26,calculated,,,,6139862.58,2788233.51,,,,,,,,,,,high
2023-1031-001,349262653.37,US,51,,654,False,ransomware,,,1227.0,mixed,VPN,32.93,verified_media,4,2023,10,1,2,51,3600000.0,calculated,13232854.76,4295606.73,congressional testimony,2151715.2,227468.47,,1416204.02,,,,,,,,,medium
2023-0812-001,71797826947.64,US,44-45,,403559,True,ransomware,backdoor,,8236.0,health,"email,CRM",46.64,sec_filing,1,2023,8,5,94,4,68400000.0,estimated,287695.08,,,23891173.64,7119565.86,,19081725.33,,,,,,,,,critical
2022-0616-001,23870479407.89,US,48-49,,107358,True,ddos,,,,,"active_directory,VPN,ERP,SSO,email",147.27,sec_filing,1,2022,6,3,35,13,12000000.0,disclosed,,,,11332866.87,1875195.1,,4246524.75,260.3,248.51,935129.0,S&P 500 Industrials,-1.462,False,100627694983.06,21.773,high
2025-1027-001,22433274090.19,KR,62,,223257,True,phishing,,,,,"website,active_directory,cloud_infrastructure,manufacturing_OT,payment_systems",,cybersecurity_firm,3,2025,10,0,30,15,1096953.1,estimated,,,,1188788.52,297650.72,,,124.41,124.22,356932.0,S&P 500 Health Care,-5.443,False,163223120713.9,1.745,low
2021-0101-001,166029565.01,BR,21,,457,False,ransomware,,unknown,60358.0,mixed,"payment_systems,ERP",,company_pr,2,2021,1,4,15,11,4967279.14,disclosed,9698485.95,5717211.61,company statement,2488838.05,1127543.48,,,,,,,,,,,medium
2021-0328-001,522043355.7,IN,22,61,2020,True,ransomware,data_breach,,,,CRM,,cybersecurity_firm,3,2021,3,6,185,52,3423152.64,estimated,19475737.29,,,3994991.85,717740.92,,3484022.95,12.51,11.94,2358652.0,S&P 500 Utilities,8.621,False,1049171833.33,12.082,medium
2023-0103-001,205226510.32,AU,62,,1087,False,ransomware,,suspected,2232686.0,PII,"SSO,active_directory,file_servers",107.01,verified_media,4,2023,1,1,64,15,2431905.13,calculated,294705.59,67283.29,insurance claim record,2286049.51,700623.92,,2318861.71,,,,,,,,,low
2021-0109-001,345592862.38,US,31-33,,1360,False,supply_chain,,,,,ERP,62.61,verified_media,4,2021,1,5,18,46,2066546.9,estimated,,,,1829572.96,600867.65,,1678410.68,,,,,,,,,low
2022-0510-001,5138150736.68,GB,31-33,61,19773,True,data_breach,,suspected,1000.0,mixed,"active_directory,payment_systems",,cybersecurity_firm,3,2022,5,1,14,91,9744496.78,disclosed,,,,6237137.26,562211.58,,8506926.25,24.99,26.06,1892970.0,S&P 500 Industrials,12.935,False,38202473605.45,21.293,medium
2024-0106-001,929323723.62,DE,51,,1576,False,malware,,,389547.0,financial,"cloud_infrastructure,ERP,file_servers,CRM,manufacturing_OT",132.58,gdpr_notification,1,2024,1,5,5,52,18144074.83,estimated,,,,14249204.33,3364161.16,2875367.08,,,,,,,,,,high
2021-0908-001,6727693851.7,US,61,,58611,False,data_breach,,suspected,5803.0,PII,active_directory,,company_pr,2,2021,9,2,10,48,2743078.84,estimated,,,,2376200.66,286389.45,,3446488.12,,,,,,,,,low
2025-0203-002,15427119077.14,US,52,72,35742,True,ransomware,,,4447.0,credentials,"ERP,VPN",,sec_filing,1,2025,2,0,34,21,32400000.0,estimated,1031247.04,,,18241541.5,7342774.95,,,,,,,,,,,critical
2023-0709-001,94049736.59,GB,31-33,,288,False,supply_chain,,,,,"website,active_directory,HR_systems,payment_systems",,gdpr_notification,1,2023,7,6,8,52,19200000.0,estimated,,,,12274683.26,5047873.77,,23598135.93,,,,,,,,,high
2021-0331-002,30844588518.41,BR,52,44-45,117599,True,data_breach,,,94805.0,mixed,"manufacturing_OT,cloud_infrastructure",,sec_filing,1,2021,3,2,9,100,53300000.0,disclosed,,,,33694812.58,2706235.74,,,302.33,266.96,433613.0,S&P 500 Financials,28.346,False,230247122602.88,22.489,critical
2021-1216-001,127350208.19,US,61,,2230,False,malware,,,199540.0,PII,"file_servers,CRM,SCADA,customer_database",165.94,cybersecurity_firm,3,2021,12,3,19,99,848256.5,calculated,,,,754693.78,270133.94,,283755.94,,,,,,,,,low
2025-1015-001,905127187.17,MY,31-33,,2738,False,ransomware,,probable,15095.0,credentials,HR_systems,96.65,gdpr_notification,1,2025,10,2,35,53,8114317.23,calculated,697423.27,,,6309523.4,2149024.29,1980404.43,8896839.13,,,,,,,,,high
2022-1006-001,1256307966.58,GB,21,,3972,False,phishing,,suspected,15738.0,financial,"payment_systems,manufacturing_OT,cloud_infrastructure,SSO",,sec_filing,1,2022,10,3,3,8,8114442.49,calculated,,,,2451532.57,2762987.08,,6852125.19,,,,,,,,,medium
2022-0607-001,204744782.89,CA,62,,1631,True,ransomware,,,191560.0,mixed,file_servers,26.85,verified_media,4,2022,6,1,8,15,594768.59,disclosed,1293497.04,,,365689.83,111918.1,,609806.76,12.53,11.41,608932.0,S&P 500 Health Care,-13.589,False,1493057459.17,28.517,low
2025-1201-002,421568969.82,US,52,,885,True,trojan,,,,,"file_servers,VPN,active_directory",,sec_filing,1,2025,12,0,35,7,15511062.78,calculated,,,,6581094.02,1395085.73,,14590585.66,11.64,11.44,705092.0,S&P 500 Financials,12.398,False,1092412500.66,23.417,high
2025-0815-001,680568894.3,US,44-45,,4979,True,phishing,data_breach,confirmed,,,"SSO,VPN,email,CRM",,sec_filing,1,2025,8,4,1,34,2400000.0,calculated,,,,2771986.96,430594.11,,,9.86,9.19,1028668.0,S&P 500 Consumer Discretionary,-14.115,False,5101037410.24,2.202,low
2025-0825-002,522150561.0,GB,62,,2817,False,phishing,apt,suspected,518026.0,IP,customer_database,,cybersecurity_firm,3,2025,8,0,33,14,478680.59,estimated,,,,370246.98,130176.25,,,,,,,,,,,low
2025-0530-001,31052822.02,US,51,,80,False,data_breach,trojan,,,,"SSO,payment_systems,ERP",,verified_media,4,2025,5,4,8,17,5675816.66,disclosed,,,,6765070.94,405087.86,,,,,,,,,,,medium
